year;district;indicator;number
2018;Hyllie;demographics_age_6-15_all;4151
2018;Hyllie;demographics_age_65-79_all;5325
2018;Hyllie;demographics_age_80+_all;2966
2018;Hyllie;demographics_age_total_all;37634
2018;Husie;demographics_age_0-5_women;901
2018;Husie;demographics_age_16-19_women;529
2018;Husie;demographics_age_20-64_women;6349
2018;Husie;demographics_age_6-15_women;1597
2018;Husie;demographics_age_65-79_women;1444
2018;Husie;demographics_age_80+_women;774
2018;Husie;demographics_age_total_women;11594
2018;Husie;demographics_age_0-5_men;1004
2018;Husie;demographics_age_16-19_men;521
2018;Husie;demographics_age_20-64_men;6263
2018;Husie;demographics_age_6-15_men;1586
2018;Husie;demographics_age_65-79_men;1343
2018;Husie;demographics_age_80+_men;559
2018;Husie;demographics_age_total_men;11276
2018;Husie;demographics_age_0-5_all;1905
2018;Husie;demographics_age_16-19_all;1050
2018;Husie;demographics_age_20-64_all;12612
2018;Husie;demographics_age_6-15_all;3183
2018;Husie;demographics_age_65-79_all;2787
2018;Husie;demographics_age_80+_all;1333
2018;Husie;demographics_age_total_all;22870
2018;Fosie;demographics_age_0-5_women;2117
2018;Fosie;demographics_age_16-19_women;950
2018;Fosie;demographics_age_20-64_women;13228
2018;Fosie;demographics_age_6-15_women;2706
2018;Fosie;demographics_age_65-79_women;2677
2018;Fosie;demographics_age_80+_women;1190
2018;Fosie;demographics_age_total_women;22868
2018;Fosie;demographics_age_0-5_men;2271
2018;Fosie;demographics_age_16-19_men;1023
2018;Fosie;demographics_age_20-64_men;14334
2018;Fosie;demographics_age_6-15_men;2936
2018;Fosie;demographics_age_65-79_men;2283
2018;Fosie;demographics_age_80+_men;683
2018;Fosie;demographics_age_total_men;23530
2018;Fosie;demographics_age_0-5_all;4388
2018;Fosie;demographics_age_16-19_all;1973
2018;Fosie;demographics_age_20-64_all;27562
2018;Fosie;demographics_age_6-15_all;5642
2018;Fosie;demographics_age_65-79_all;4960
2018;Fosie;demographics_age_80+_all;1873
2018;Fosie;demographics_age_total_all;46398
2018;Centrum;demographics_age_0-5_women;1970
2018;Centrum;demographics_age_16-19_women;705
2018;Centrum;demographics_age_20-64_women;19392
2018;Centrum;demographics_age_6-15_women;2032
2018;Centrum;demographics_age_65-79_women;2791
2018;Centrum;demographics_age_80+_women;986
2018;Centrum;demographics_age_total_women;27876
2018;Centrum;demographics_age_0-5_men;2190
2018;Centrum;demographics_age_16-19_men;617
2018;Centrum;demographics_age_20-64_men;19351
2018;Centrum;demographics_age_6-15_men;1886
2018;Centrum;demographics_age_65-79_men;2436
2018;Centrum;demographics_age_80+_men;535
2018;Centrum;demographics_age_total_men;27015
2018;Centrum;demographics_age_0-5_all;4160
2018;Centrum;demographics_age_16-19_all;1322
2018;Centrum;demographics_age_20-64_all;38743
2018;Centrum;demographics_age_6-15_all;3918
2018;Centrum;demographics_age_65-79_all;5227
2018;Centrum;demographics_age_80+_all;1521
2018;Centrum;demographics_age_total_all;54891
